gene,gene_effect,z_score,mean,stddev
CCT5,-2.050969491369419,-2.242805433208608,-1.3480190234765337,0.31342463215243277
MOB3A,-0.3112895169201547,-2.234189730886953,-0.04794425499112855,0.11787059007942022
ACTR1B,-0.6604157211222854,-2.2331440774932205,-0.3037675633166087,0.15970673876359393
ROBO4,-0.2021355568483692,-2.23236981084454,0.0912449039421554,0.13142108416146978
SYNGR1,-0.38414955963662833,-2.231944323793674,-0.059548361218444916,0.14543427224315936
TMEM106A,-0.3972436930682,-2.2293652887672577,-0.10072788601234646,0.13300458590158365
OSCAR,-0.4148243793515758,-2.2102431619976985,-0.027954992283882894,0.1750347625634214
ARHGEF15,-0.1950932041991186,-2.20113354341412,0.02191781663783817,0.09859057460927914
TSSK6,-0.5129173911562099,-2.1980035973799446,-0.1936618207941133,0.1452479744540247
PRRC2A,-1.05328787614209,-2.193179350292502,-0.5260067214074408,0.2404186208776434
ECHDC2,-0.4468794701905646,-2.1922501552394755,-0.14557553951393226,0.1374404877821613
LIN7B,-0.3853995342306784,-2.1920346771559136,-0.06964424288673016,0.1440466679813795
DCHS1,-0.3642123522579433,-2.19131914232989,0.01938460193735061,0.17505298374176556
DLX5,-0.4014772876839233,-2.191002688128275,-0.09799633008954009,0.13851236205175096
TLR3,-0.06455467365883735,-2.188703752316257,0.16390202141128285,0.10437990743532537
OCLN,-0.4844699293576471,-2.187972034261423,-0.13869868438338948,0.15803275341724238
PRODH,-0.5575265435231918,-2.186043962879792,-0.2124277476107691,0.15786452686788863
ANKEF1,-0.1249294224057572,-2.183435986048873,0.10744562674308615,0.10642631642677432
ZNF322,-0.5971105897333294,-2.1790908069003327,-0.2468783364904203,0.16072402863334553
CRYGD,-0.8230864547478174,-2.178516737490469,-0.39279094644144974,0.1975176508407479
SLC2A12,-0.27970355006737774,-2.177753926458115,0.00528685844885981,0.13086437593054606
NUP155,-1.5168515083976266,-2.1752684142181855,-0.9867545383532087,0.24369267101914888
VWC2,-0.23927124755306203,-2.168230286192555,-0.0029360393204167757,0.10899912695512314
AP5S1,-0.19819580233372244,-2.1679554621306045,0.05255009866874873,0.11566007945386725
TMEM268,-0.11908341231150751,-2.1672015057676752,0.1270402040518853,0.1135674812463781
C1orf53,-0.2837682153436363,-2.1665963198117693,-0.0023548427040037873,0.12988731221701758
ELMO2,-1.096671121639668,-2.1661325198044747,-0.34390404402334795,0.3475166319391523
ADGRD1,-0.3083666428374252,-2.166011318064425,-0.019821129316352493,0.13321514579107582
TPD52L1,-0.23997224403272205,-2.16108746051264,-0.007974116142072307,0.10735249365410533
LAP3,-0.45470303075347357,-2.1609473344766,-0.12339902247253412,0.1533142446348347
OR4N5,-0.4666897493650458,-2.157381006051317,-0.15440567169651542,0.14475147263862678
PTK2,-1.5013507833486543,-2.1557911447341036,-0.5944404968175109,0.42068559783559284
GSTM5,-0.4266610696945049,-2.1539459866871797,-0.12123315486435761,0.14179924506830494
KCNIP2,-0.2579596942015434,-2.1513183828616365,-0.005463842208763826,0.11736796096954982
PRKAG3,-0.2816745966270361,-2.1468782408184364,0.02523290476120702,0.14295524336361218
ZZEF1,-0.42523703669918883,-2.1460722489079855,-0.1417695183618614,0.1320866613328456
COLEC10,-0.14761143186891645,-2.1450367338399623,0.0594828401347996,0.09654579277669705
MYO1E,-0.28129485029603674,-2.141417863524593,-0.010568389398520867,0.12642392944827824
TENM3,-0.1915736941208609,-2.13951026707305,0.03398774813949319,0.10542666970648974
STRIP1,-0.9963785434739201,-2.137775482176615,-0.43207029927449697,0.2639698363575872
ZNF223,-0.13841538286919353,-2.134593720183736,0.11432620760760688,0.11840266748983294
NMUR1,-0.28728073078151156,-2.1329546762383766,-0.005174009035463498,0.13226100155281506
LSM11,-1.3937502329131803,-2.1312140768590853,-0.7860906617146811,0.2851236662691569
USHBP1,-0.38120911938049346,-2.1279868407448643,-0.09760261262340846,0.13327455852960704
PPP2R1A,-2.160094632345336,-2.124031677833847,-0.9802762575226501,0.5554617603565598
CORO6,-0.576869763021024,-2.1161825663918115,-0.29079083039079384,0.1351863195423672
ZNF185,-0.5263784648015255,-2.115215351663609,-0.19201564090566758,0.15807507430999063
PABPN1L,-0.19889813269548512,-2.1151340454059477,0.111927762727327,0.1469532846383534
STAG3,-0.33797946425863845,-2.106768805748074,-0.05431647311540519,0.13464362599697305
PDK2,-0.6004839318983208,-2.1034699103286245,-0.26502064331042674,0.1594809067344751
CDC42BPG,-0.45615531687530714,-2.10179928605532,-0.1449037000709461,0.14808817324727588
LST1,-0.8010069286265478,-2.0991066332580495,-0.42278262155152724,0.18018346523348072
DNAH2,-0.4503613878508831,-2.097414095717791,-0.16799163673483913,0.13462756433865267
TKTL2,-0.23213068486625202,-2.0970854202124696,0.05560125268296559,0.13720563539088723
LRTM1,-0.2945233632357923,-2.0958331023026986,-0.05096049371013249,0.11621291278301527
NUP35,-0.9445409588215301,-2.0950139547133233,-0.44934469369063534,0.23636895783763706
MLIP,-0.2416655244585435,-2.090336391620356,-0.013256365752206461,0.10926909162657893
CCDC78,-0.561972711133147,-2.08356930017053,-0.23892461135449408,0.15504552680451425
TM6SF1,-0.32666976062359937,-2.083122610709289,-0.018990409156022847,0.14770102819959013
MPZ,-0.22474182147171648,-2.0779622357274268,-0.007691996436618291,0.10445320964127923
PFDN6,-2.3327682856289167,-2.077954446517466,-1.5409019835864262,0.38107972163182574
KGD4,-0.650115430984963,-2.072736438235327,-0.30318162063728155,0.16737960695236861
CDC23,-3.1453923542507822,-2.0677363292298723,-2.253136345329308,0.43151343636439127
KIF26B,-0.3034828527213907,-2.065883347196999,-0.030718553050917828,0.1320327694400368
ITGAV,-1.5624535749315402,-2.063878079539866,-0.5396424324256257,0.49557730790665044
NUP205,-1.9074979548823556,-2.06234314434772,-1.1793347213304683,0.3530756923490497
AICDA,-0.180753903623742,-2.062183946325269,0.03828254559753122,0.10621576683864094
SLC35B2,-0.9338481329251115,-2.0607319053005657,-0.30238083390592313,0.3064286515848777
TRIP10,-0.3148691189859666,-2.0605884690490868,-0.06999342566624839,0.11883774805006192
PSMB8,-0.15531973325787546,-2.0594513118579627,0.1103965053107591,0.12902283100294076
AIMP2,-0.4498169153360041,-2.0578984510320337,-0.18136612706483135,0.1304489967114485
NECTIN4,-0.3679880040977242,-2.0572845415461654,-0.12322228070005489,0.11897514342557304
ALG10B,-0.8150725370605983,-2.0540826483146732,-0.21553035748115898,0.29187831369460704
SPRY4,-0.2608353997069417,-2.051721147310675,0.011634886744450127,0.13280083738890952
TLX2,-0.32484701949652717,-2.051330748841164,-0.06225121427109865,0.12801241602495061
NLRP8,-0.16011149272757697,-2.0513222872370025,0.08046441633407499,0.11727845524736731
ARMC8,-0.21505933891271772,-2.0495864655029727,0.042173743040948466,0.12550486953500672
RTP3,-0.29664955913473345,-2.0495273499068594,0.0038815313760454558,0.14663434011965565
